ID_Objednavky,ID_Zakaznika,Datum,Cislo_Objednavky,Cena,Meno_Psa,Rasa,Receptura,Davka_Gramy
218265,8967,2024-07-31 09:37:01,24310156,1709.00,Habana,Kanárský podenco,,180
218262,4658,2024-07-31 09:11:10,24370954,1018.00,Kokinka,Čivava,,38
225841,4658,2024-07-31 09:11:10,24001595,1018.00,Kokinka,Čivava,,38
225843,4658,2024-07-31 09:11:10,24883941,1018.00,Kokinka,Čivava,Treska,38
218257,0,2024-07-31 08:32:20,24746412,,Rosie,Anglický kokršpaněl,Rýže,129
218252,9140,2024-07-31 07:08:21,24991493,924.00,Artik,Yorkšírský teriér,,47
218248,7422,2024-07-31 05:12:16,24012513,1257.00,Kenny,Francouzský buldoček,Hovězí,122
218247,2998,2024-07-30 21:47:52,24152003,905.00,Baddy,Čivava,,59
218242,8570,2024-07-30 20:48:57,24538355,1267.00,Foxy,Welsh Corgi Pembroke,Hrách,118
218239,9139,2024-07-30 20:40:34,24371865,1050.00,Mery,Boloňský psík,Zvěřina,70
218237,2787,2024-07-30 20:35:25,24129639,0.00,Mia,Americký stafordširský teriér,,234
218231,9138,2024-07-30 19:42:33,24728582,1148.00,Charlie,Labradorský retriever,Hovězí,188
218227,2305,2024-07-30 19:09:33,24069409,1975.00,Falco,Labradorský retriever,,277
218226,2998,2024-07-30 19:06:47,24171133,905.00,Baddy,Čivava,,59
218223,7080,2024-07-30 18:20:10,24237076,1284.00,Baddy,Francouzský buldoček,,183
218215,9045,2024-07-30 16:38:54,24826378,1818.00,Theo,Bernský salašnický pes,,345
218210,6285,2024-07-30 15:37:43,24566736,0.00,Aslan,Bandog,,465
218208,1746,2024-07-30 15:25:08,24107383,855.00,Kuky,Čivava,,47
218206,1746,2024-07-30 15:21:19,24070825,855.00,Kuky,Čivava,,47
218198,9137,2024-07-30 13:49:45,24435015,1868.00,Rasty,Velké plemeno,,360
218194,9136,2024-07-30 13:42:52,24262809,1119.00,Páreček,Jezevčík standard hladkosrstý,,94
218187,5723,2024-07-30 12:32:58,24195058,879.00,Dior,Čivava,,33
218183,9135,2024-07-30 11:16:46,24411145,1230.00,Elína,Labradorský retriever,,234
218180,7710,2024-07-30 10:20:59,24366108,2088.00,Lambo,Německá doga,,481
218168,9134,2024-07-30 08:05:08,24593769,1078.00,Berney,Havanský psík,,103
218164,0,2024-07-30 07:43:11,24496992,,Tedy,Trpasličí plemeno,,29
218158,4527,2024-07-30 07:36:57,24134508,1401.00,Charlie,Lhasa Apso,Rýže,73
218154,3504,2024-07-30 05:22:05,24044139,1683.00,Panda,Porcelán,,304
218151,7081,2024-07-30 04:59:50,24093436,1931.00,Sajurinka,Americký pitbulteriér,Rýže,330
218148,790,2024-07-30 02:34:02,24149627,1039.00,Charlie,Yorkšírský teriér,Kachní,42
224819,790,2024-07-30 02:34:02,24653224,1039.00,Charlie,Yorkšírský teriér,Hovězí,42
218146,8127,2024-07-29 23:32:38,24147569,1935.00,Charlie,Velké plemeno,,330
218144,2138,2024-07-29 23:15:22,24200586,3028.00,Maggie,Labradorský retriever,,214
218142,4961,2024-07-29 21:54:40,24350625,1494.00,Shadow,Americký stafordširský teriér,,197
218138,2814,2024-07-29 21:41:00,24804437,0.00,Dia,Čínský chocholatý pes,,67
218134,9133,2024-07-29 21:30:51,24835340,1011.00,Freddie,Knírač malý,,109
218123,9009,2024-07-29 20:02:38,24465959,1940.00,Kira,Stafordšírský bullteriér,Losos,177
218123,9009,2024-07-29 20:02:38,24465959,1940.00,Bria,Stafordšírský bullteriér,,117
218120,0,2024-07-29 19:45:09,24471918,,Bria,Stafordšírský bullteriér,,114
218117,3548,2024-07-29 19:08:25,24327027,1074.00,Betty,Bišonek,Rýže,79
218064,747,2024-07-29 18:12:50,24749334,4120.00,Týte,Střední plemeno,Losos,248
218064,747,2024-07-29 18:12:50,24749334,4120.00,Cedra,Střední plemeno,,223
218107,4804,2024-07-29 17:15:08,24767903,1435.00,Amor,Pražský krysařík,Losos,35
218107,4804,2024-07-29 17:15:08,24767903,1435.00,Pepíno,Pražský krysařík,Rýže,39
218103,7736,2024-07-29 16:06:47,24459658,1620.00,Agáta,Border kolie,,137
218100,0,2024-07-29 16:05:23,24502248,,Ikipa,Malé plemeno,Kachní,124
218093,6680,2024-07-29 13:59:06,24269642,2077.00,Brenda,Pointer,Kachní,245
218087,9132,2024-07-29 13:23:07,24686351,2775.00,Lilly,Německý ovčák,Rýže,133
218087,9132,2024-07-29 13:23:07,24686351,2775.00,Kyra,Německý ovčák,,264
218077,8743,2024-07-29 12:56:27,24038854,1421.00,Clif,Biewer teriér,,52
218077,8743,2024-07-29 12:56:27,24038854,1421.00,Filip,Biewer teriér,Hovězí,45
218082,6094,2024-07-29 12:55:07,24589811,1082.00,Charlie,Jezevčík standard hladkosrstý,,105
218071,4303,2024-07-29 10:24:09,24275877,1492.00,Benji,Bišonek,,70
218067,8899,2024-07-29 10:10:52,24932631,1224.00,Timmy,Malé plemeno,Rýže,132
225909,8899,2024-07-29 10:10:52,24195353,1224.00,Timmy,Malé plemeno,,132
218062,5666,2024-07-29 09:50:29,24802684,1293.00,Bonie,Yorkšírský teriér,,50
218059,6161,2024-07-29 09:38:35,24829416,1248.00,Daisy,Americký stafordširský teriér,,241
218057,3333,2024-07-29 09:35:42,24872455,1422.00,Boris,Střední plemeno,,203
218051,4888,2024-07-29 09:02:44,24419791,1886.00,Jared,Americký stafordširský teriér,,244
218048,4888,2024-07-29 08:58:48,24204587,1856.00,Jared,Americký stafordširský teriér,Rýže,244
218044,6518,2024-07-29 08:33:07,24863262,1096.00,Matylda,Sheltie,,53
218040,6161,2024-07-29 07:53:25,24251796,0.00,Daisy,Americký stafordširský teriér,,236
218037,9131,2024-07-29 07:40:55,24801052,1988.00,Ricky,Americký stafordširský teriér,Losos,270
218025,7301,2024-07-28 21:58:31,24437649,1959.00,Freki,Saarloosův vlčák,,337
218022,8046,2024-07-28 21:45:57,24366453,1735.00,Honey,Flat Coated Retriever,Rýže,286
218004,0,2024-07-28 19:25:22,24849462,,,,,
218002,3756,2024-07-28 19:10:33,24999591,727.00,Mia,Čivava,,21
217998,5293,2024-07-28 18:42:51,24528768,2356.00,Nero,Německý ovčák,,345
217990,9130,2024-07-28 14:04:02,24329093,1030.00,Oskar,Jack Russel teriér,,99
217988,0,2024-07-28 13:58:29,24314947,,Baky,Jack Russel teriér,,101
217983,4810,2024-07-28 12:38:19,24223219,1752.00,Dixi,Americký stafordširský teriér,,267
222283,4810,2024-07-28 12:38:19,24040288,1752.00,Dixi,Americký stafordširský teriér,Rýže,267
217974,0,2024-07-28 09:57:33,24786628,,Amy,Labradorský retriever,,304
217972,9129,2024-07-28 09:53:19,24631248,2155.00,Amy,Labradorský retriever,,304
217966,0,2024-07-28 09:22:33,24139345,,Árčínek,Yorkšírský teriér,,36
217963,0,2024-07-28 09:16:26,24993609,,Árčínek,Yorkšírský teriér,Rýže,36
217959,3585,2024-07-28 08:50:25,24670655,1453.00,Kairo,Beagle,,156
217955,9128,2024-07-28 08:45:23,24247408,1738.00,Argo,Chodský pes,Kuřecí,228
217951,0,2024-07-28 08:34:33,24544831,,Dášeňka,Střední plemeno,,190
217948,9128,2024-07-28 08:33:37,24807235,1038.00,Blacky,Sheltie,Kuřecí,78
217941,0,2024-07-28 08:10:42,24235409,,Meginka,Malé plemeno,Rýže,132
217927,9127,2024-07-27 23:24:53,24217104,1396.00,Molly,Střední plemeno,Hovězí,146
217922,8654,2024-07-27 22:27:58,24108132,974.00,El Barto,Německý špic trpasličí,,42
217918,3264,2024-07-27 20:18:18,24886888,1499.00,Kuki,Biewer teriér,,47
217918,3264,2024-07-27 20:18:18,24886888,1499.00,Samík,Yorkšírský teriér,,51
217912,8114,2024-07-27 19:31:50,24732880,1432.00,Peggy,Knírač malý černý,,78
217908,3597,2024-07-27 18:28:55,24056520,1756.00,Jessie,Dobrman,,217
217904,4197,2024-07-27 17:38:21,24220033,788.00,Roza,Yorkšírský teriér,,43
217898,7908,2024-07-27 17:06:28,24992937,1063.00,Toník,Italský chrtík,,77
217895,3421,2024-07-27 16:12:55,24292693,0.00,Dafi,Jezevčík standard hladkosrstý,,101
217895,3421,2024-07-27 16:12:55,24292693,0.00,Conny,Jezevčík standard dlouhosrstý,,93
217893,3445,2024-07-27 15:40:44,24528032,1457.00,Dan,Beagle,,212
217889,0,2024-07-27 14:37:57,24668664,,Mia,Německý špic trpasličí,,44
217883,8048,2024-07-27 13:23:27,24680958,1916.00,Kessie,Appenzellský salašnický pes,,256
217875,9108,2024-07-27 11:21:12,24833609,778.00,CHIKO,Čivava,,47
217871,2443,2024-07-27 10:50:41,24425412,1617.00,Ejmina,Střední plemeno,,106
217870,1986,2024-07-27 10:45:42,24258740,3587.00,Naboo,Tosa-Inu,,522
217867,1721,2024-07-27 10:40:24,24066330,2170.00,Pepina,Americký bully,,307
217853,0,2024-07-27 06:50:34,24658415,,Joy,Americký pitbulteriér,,232
217841,0,2024-07-26 20:03:57,24034035,,Zoro,Německý špic malý,Hmyz,51
217834,0,2024-07-26 18:43:58,24621293,,Mija,Trpasličí plemeno,Vepřové,47
217828,6991,2024-07-26 16:35:10,24706473,2950.00,Čenda,Maďarský ohař krátkosrstý,,353
217826,4883,2024-07-26 16:24:52,24000871,1153.00,Wilina,Čivava,,39
217823,8108,2024-07-26 16:10:45,24486729,944.00,Lakki,Pudl trpasličí,,69
217821,9125,2024-07-26 16:04:14,24131346,2600.00,Roxi,Hovawart,Rýže,336
217816,8687,2024-07-26 15:53:17,24451262,802.00,Amálka,Čivava,,55
217814,3325,2024-07-26 15:48:29,24555825,1232.00,Max,Jack Russel teriér,Rýže,111
217812,7668,2024-07-26 15:42:09,24242788,1840.00,Archibald,Anglický buldok,,305
217806,9124,2024-07-26 14:58:48,24684735,1513.00,Serra,Americký pitbulteriér,Kuřecí,219
217799,0,2024-07-26 14:24:53,24838292,1917.00,Štěpánek,Ruská barevná bolonka,Rýže,64
217799,0,2024-07-26 14:24:53,24838292,1917.00,Gamp,Ruská barevná bolonka,,86
217791,0,2024-07-26 14:03:52,24131529,,Gamp,Ruská barevná bolonka,,86
217791,0,2024-07-26 14:03:52,24131529,,Štěpánek,Ruská barevná bolonka,,64
217787,9033,2024-07-26 13:59:06,24960575,1757.00,Angelo,Labradorský retriever,,224
217493,9122,2024-07-26 13:07:02,24992880,1023.00,Tapka,Malé plemeno,,76
217781,6473,2024-07-26 12:37:28,24170745,1444.00,Terinka,Labradorský retriever,,185
217780,6473,2024-07-26 12:34:47,24361613,1916.00,Lebron,Labradorský retriever,,249
217776,0,2024-07-26 12:12:25,24148137,,Čoky,Jack Russel teriér,Kukuřice,104
217772,9121,2024-07-26 12:03:22,24660842,1021.00,Test banka,Airedale teriér,,112
217764,6161,2024-07-26 11:12:44,24196323,0.00,Denny,Český fousek,,99
217756,8256,2024-07-26 10:55:42,24947150,1480.00,Arnold,Francouzský buldoček,,115
217749,0,2024-07-26 10:19:46,24975109,-1821.00,Daisy,Americký stafordširský teriér,,236
217747,9120,2024-07-26 10:08:53,24520057,1820.00,Arlo,Italský corso pes,,354
217743,6865,2024-07-26 10:00:38,24288928,1454.00,Mia,Zlatý retriever,,234
217741,896,2024-07-26 09:59:15,24983790,1709.00,Igor,Zlatý retriever,Zvěřina,279
217738,2817,2024-07-26 09:21:06,24250750,1888.00,Godie,Německý ovčák,,326
217733,8998,2024-07-26 08:47:55,24994674,2242.00,Ardy,Sheltie,,269
217732,5904,2024-07-26 08:47:08,24655103,1494.00,Nero,Jack Russel teriér,,87
217728,0,2024-07-26 08:34:22,24227612,,Art,Border teriér,Brambory,82
217722,4991,2024-07-26 07:57:14,24040618,2428.00,Roussie,Pudl velký,,183
217720,7912,2024-07-26 06:52:50,24270801,1972.00,AURORA,Německý ovčák,,267
217714,9119,2024-07-26 00:26:56,24434779,4357.00,Meggí,Americký pitbulteriér,Rýže,255
217711,5416,2024-07-26 00:05:34,24089492,3034.00,Jessika,Americký pitbulteriér,,218
217711,5416,2024-07-26 00:05:34,24089492,3034.00,Lord,Americký stafordširský teriér,,212
217703,3350,2024-07-25 21:29:36,24493596,4026.00,Čenda,Zlatý retriever,,255
217703,3350,2024-07-25 21:29:36,24493596,4026.00,Stela,Střední plemeno,,236
217693,9117,2024-07-25 20:34:36,24027503,1650.00,Argo,Německý ovčák,Zvěřina,303
217700,0,2024-07-25 20:32:55,24783392,,Charlie,Americký stafordširský teriér,,251
217691,2931,2024-07-25 19:30:39,24077516,3735.00,Billy,Velké plemeno,Kuřecí,285
217685,8294,2024-07-25 19:15:17,24663774,1938.00,Arinka,Pudl střední,,125
217685,8294,2024-07-25 19:15:17,24663774,1938.00,Tína,Pudl střední,,131
217680,9116,2024-07-25 16:07:20,24357775,1088.00,Ginuška,Yorkšírský teriér,,23
217678,9115,2024-07-25 16:02:30,24650423,1853.00,Bastien,Zlatý retriever,,317
217676,0,2024-07-25 16:01:28,24169717,,Ginuška,Yorkšírský teriér,Rýže,23
217671,8069,2024-07-25 15:57:15,24230015,1118.00,Fiona,Francouzský buldoček,,132
217663,0,2024-07-25 15:03:30,24248432,,Špunt,Malé plemeno,,65
217657,7235,2024-07-25 14:35:21,24977644,0.00,Eny,Malé plemeno,,152
217657,7235,2024-07-25 14:35:21,24977644,0.00,Bady,Jezevčík standard drsnosrstý,,128
217660,7235,2024-07-25 14:35:21,24299794,0.00,Eny,Malé plemeno,,152
217660,7235,2024-07-25 14:35:21,24299794,0.00,Bady,Jezevčík standard drsnosrstý,Zvěřina,128
217651,9022,2024-07-25 14:25:01,24340660,1716.00,Buddy,Border kolie,Jehněčí,249
217649,8209,2024-07-25 13:16:05,24107206,1751.00,Meda,Australská kelpie,,210
217645,0,2024-07-25 13:09:42,24592596,1282.00,Lucky,Americký pitbulteriér,,316
217641,9114,2024-07-25 12:56:53,24346259,1327.00,Ronny,Beauceron,Losos,230
217633,8664,2024-07-25 12:15:42,24732295,1457.00,Sauvignon,Francouzský buldoček,Losos,163
217628,7409,2024-07-25 12:09:53,24636091,1047.00,Nelly,Jezevčík standard dlouhosrstý,,80
217630,9113,2024-07-25 12:09:47,24341760,1089.00,Dona,Malé plemeno,,118
224870,9113,2024-07-25 12:09:47,24746139,1089.00,Dona,Malé plemeno,,118
224872,9113,2024-07-25 12:09:47,24981379,1089.00,Dona,Malé plemeno,,118
217624,6623,2024-07-25 11:57:55,24025587,1852.00,Tyson,Dalmatin,Jehněčí,317
217623,4341,2024-07-25 11:21:05,24177194,1734.00,Meddy,Zlatý retriever,,219
217614,0,2024-07-25 10:29:12,24098102,,Jackie,Flat Coated Retriever,,266
217611,4344,2024-07-25 10:10:01,24248277,1210.00,Maxík,Čivava,,41
217608,3202,2024-07-25 09:58:16,24109539,1604.00,Tristan,Dalmatin,Brambory,235
217604,3543,2024-07-25 09:40:31,24810423,2761.00,Bella,Labradorský retriever,,243
217599,4469,2024-07-25 09:28:18,24622654,815.00,Teddy,Německý špic trpasličí,,49
217594,7732,2024-07-25 09:06:51,24834290,1830.00,T-rolko,Střední plemeno,,230
217589,3579,2024-07-25 08:20:38,24658311,2847.00,Linda,Border kolie,,159
217589,3579,2024-07-25 08:20:38,24658311,2847.00,Peanuts,Aljašský malamut,Hovězí,188
217588,7330,2024-07-25 08:14:23,24642303,1366.00,Pomněnka,Sheltie,,103
217581,992,2024-07-25 08:00:12,24573034,1896.00,Dorothea,Dobrman,,252
217578,7635,2024-07-25 07:58:51,24143434,1039.00,Miky,Čivava,,40
217586,7635,2024-07-25 07:58:51,24564856,1039.00,Miky,Čivava,Rýže,41
217573,5761,2024-07-25 07:40:19,24696474,1069.00,Benny,Biewer teriér,,48
217569,948,2024-07-25 07:26:50,24848134,1187.00,Robbie,Zlatý retriever,Vepřové,260
217565,8723,2024-07-25 06:32:49,24054489,1982.00,Nami,Labradorský retriever,,263
217563,9112,2024-07-25 06:23:13,24988068,3066.00,Aron,Obří plemeno,Brambory,482
217555,9111,2024-07-24 23:24:31,24329796,937.00,Kofolka,Pražský krysařík,,68
217543,8627,2024-07-24 22:18:20,24465649,2249.00,Remus,Americký stafordširský teriér,,209
217542,7619,2024-07-24 22:15:27,24975805,1035.00,Gucci,Jack Russel teriér,,77
217537,0,2024-07-24 21:59:49,24539144,,Best,Trpasličí plemeno,,68
217525,9109,2024-07-24 21:28:04,24127917,844.00,Paddy,Havanský psík,,65
217521,4953,2024-07-24 21:16:13,24453209,0.00,Dusty,Zlatý retriever,,318
217517,6033,2024-07-24 21:15:43,24087295,2238.00,Ellie,Zlatý retriever,,264
217513,7441,2024-07-24 20:55:18,24618735,1166.00,Codinka..,Americký stafordširský teriér,,293
217509,8416,2024-07-24 20:03:32,24980219,2354.00,Bayley,Border kolie,,202
217509,8416,2024-07-24 20:03:32,24980219,2354.00,Elly,Slovenský kopov,,107
217505,2246,2024-07-24 19:26:04,24052427,1114.00,Bubísek,Coton de Tuléar,,104
217500,4208,2024-07-24 17:44:10,24032279,2081.00,Barney,Peruánský naháč malý,Treska,73
217500,4208,2024-07-24 17:44:10,24032279,2081.00,Akapana,Peruánský naháč střední,,102
217497,4208,2024-07-24 17:41:40,24553090,1012.00,Barney,Peruánský naháč malý,,73
217488,6107,2024-07-24 16:46:10,24683730,1132.00,Lussy,Pudl trpasličí,,69
217485,1746,2024-07-24 16:18:11,24904373,890.00,Kuky,Čivava,,34
217479,4370,2024-07-24 14:49:04,24081295,832.00,Max,Malé plemeno,,47
217475,6675,2024-07-24 12:49:49,24781948,2706.00,Max,Velké plemeno,Kachní,421
217473,6430,2024-07-24 12:12:47,24053186,0.00,Eywa,Ruskoevropská lajka,,221
217470,0,2024-07-24 11:21:59,24080148,,Rokysek,Čivava,,43
217462,8363,2024-07-24 09:37:05,24135858,3282.00,Maki Taky,Šiperka,,81
217462,8363,2024-07-24 09:37:05,24135858,3282.00,Maya,Šiperka,,68
217459,3471,2024-07-24 09:34:25,24797196,2851.00,Broneček,Border kolie,,202
217457,7874,2024-07-24 09:23:24,24082160,1195.00,Majda,Shiba-Inu,Rýže,104
217448,8239,2024-07-24 08:11:53,24805001,1224.00,Mája,Stafordšírský bullteriér,,115
217437,9107,2024-07-23 22:41:32,24729190,2691.00,Erwinek,Velké plemeno,,193
217440,9107,2024-07-23 22:41:32,24002498,2691.00,Erwinek,Velké plemeno,,193
217431,6856,2024-07-23 22:21:52,24295225,0.00,Tošiko,Tosa-Inu,,478
217416,0,2024-07-23 18:36:37,24594585,,Ami,Shih-tzu,,16589
217412,8327,2024-07-23 18:34:18,24198654,1795.00,Coudy,Stafordšírský bullteriér,,163
217406,8598,2024-07-23 18:25:23,24945008,1670.00,Ester,Airedale teriér,,200
217409,8327,2024-07-23 18:25:10,24835131,1393.00,,,,
217400,0,2024-07-23 17:03:42,24775830,,Lucky,Americký pitbulteriér,,325
217395,7246,2024-07-23 17:02:50,24974191,1109.00,Jackie,Jack Russel teriér,,92
217386,0,2024-07-23 15:38:48,24195712,,Jessie,Italský corso pes,,347
217380,6712,2024-07-23 15:21:32,24760257,1445.00,Ragnar,Bulteriér,,231
217372,0,2024-07-23 15:06:56,24070027,,Tonda,Francouzský buldoček,,141
217372,0,2024-07-23 15:06:56,24070027,,Molly,Střední plemeno,,141
217369,7994,2024-07-23 14:26:30,24474638,1236.00,DAFFY,Biewer teriér,Rýže,47
217366,7876,2024-07-23 14:14:54,24013087,1943.00,Erick,Německý boxer,Jehněčí,313
217364,1124,2024-07-23 14:11:13,24860037,818.00,Lupi,Jezevčík trpasličí/králičí drsnosrstý,,51
217361,7971,2024-07-23 13:42:16,24805520,904.00,Bady,Francouzský buldoček,,125
217355,8882,2024-07-23 13:11:33,24870503,1175.00,Mája,Border kolie,,120
217352,0,2024-07-23 13:05:37,24053120,,Aira,Rotvajler,,287
217346,0,2024-07-23 12:09:04,24197673,,Arlo,Italský corso pes,,370
217341,5560,2024-07-23 11:01:53,24438881,1102.00,ketynka,Bišonek,,87
217338,995,2024-07-23 10:53:29,24169223,904.00,Kelly,Americký kokršpaněl,,125
217333,0,2024-07-23 09:11:21,24695786,,Cipisek,Pražský krysařík,,38
217326,3229,2024-07-23 09:09:33,24033370,5609.00,Falco,Bernský salašnický pes,,302
217326,3229,2024-07-23 09:09:33,24033370,5609.00,Bella,Bernský salašnický pes,Hovězí,357
217326,3229,2024-07-23 09:09:33,24033370,5609.00,Max,Bišonek,Rýže,79
217327,6877,2024-07-23 09:04:43,24732495,963.00,Sofie,Yorkšírský teriér,,57
217320,9104,2024-07-23 08:57:10,24069074,1146.00,Maggie,Americký stafordširský teriér,,130
217318,4734,2024-07-23 08:33:05,24759170,1226.00,Gucci,Francouzský buldoček,,110
219290,4734,2024-07-23 08:33:05,24551495,1226.00,Gucci,Francouzský buldoček,,110
219292,4734,2024-07-23 08:33:05,24434594,1226.00,Gucci,Francouzský buldoček,Rýže,110
217314,9106,2024-07-23 08:12:00,24001666,2311.00,Ami,Tosa-Inu,,494
217309,8997,2024-07-23 07:48:17,24502450,1121.00,Mia,West Highland White Terrier,,89
217300,747,2024-07-23 07:03:57,24495107,1043.00,LÍLA,Beagle,,95
217299,6941,2024-07-23 06:00:32,24502913,870.00,Jessy,Yorkšírský teriér,Rýže,44
217294,0,2024-07-23 00:13:23,24715722,,Viki,Knírač malý,,125
217290,0,2024-07-22 23:55:15,24019670,,Alex,Pudl trpasličí,Rýže,79
217287,1160,2024-07-22 23:11:34,24367113,1757.00,ben,Střední plemeno,,261
217283,9010,2024-07-22 22:56:39,24079822,1594.00,Baffy,Anglický kokršpaněl,,133
217279,0,2024-07-22 21:49:30,24515394,,Lara,Československý vlčák,,286
217275,9105,2024-07-22 21:31:40,24033005,797.00,Žiži,Čivava,Brambory,28
217272,7577,2024-07-22 21:22:29,24938987,4177.00,Daily,Belgický ovčák - Groenendael,,373
217272,7577,2024-07-22 21:22:29,24938987,4177.00,Izzi,Německý ovčák,,433
217265,5490,2024-07-22 20:08:48,24135686,838.00,Dafi,Biewer teriér,Rýže,43
217259,0,2024-07-22 19:20:34,24695082,,Lucky,Ruská barevná bolonka,,70
217254,6052,2024-07-22 19:01:02,24224216,2005.00,Barbar,Německý ohař krátkosrstý,,273
217251,1433,2024-07-22 17:23:49,24573090,1008.00,Mia,Francouzský buldoček,Brambory,108
217245,8669,2024-07-22 17:22:39,24100241,2505.00,Tony,Whippet,,162
217245,8669,2024-07-22 17:22:39,24100241,2505.00,Loki,Whippet,Hovězí,142
217240,1603,2024-07-22 17:08:14,24576835,2391.00,Maru,Norský losí pes šedý,,149
217234,9104,2024-07-22 15:45:11,24582008,1066.00,Maggie,Americký stafordširský teriér,Rýže,86
217232,8599,2024-07-22 15:28:45,24457941,1058.00,Maggie,Havanský psík,,64
217228,1847,2024-07-22 15:05:45,24021963,1372.00,adolf,Brabantík,Hrách,94
217223,6466,2024-07-22 14:31:56,24732454,1775.00,Márty,Shih-tzu,,87
225191,6466,2024-07-22 14:31:56,24636803,1775.00,Márty,Shih-tzu,Rýže,87
217221,586,2024-07-22 13:55:51,24360275,1075.00,Larry,Australský honácký pes,Hrách,238
217220,3801,2024-07-22 13:40:45,24093518,1937.00,Jessie,Zlatý retriever,,254
217217,5018,2024-07-22 13:30:53,24532912,1269.00,Tomáš,Anglický kokršpaněl,,142
217215,2917,2024-07-22 12:44:24,24315465,1519.00,Ben,Border kolie,,263
217211,9103,2024-07-22 12:15:53,24494264,1070.00,Čiky,Čivava,,78
217207,6853,2024-07-22 11:55:22,24861923,0.00,Kora,Střední plemeno,Hrách,210
224175,6853,2024-07-22 11:55:22,24662625,0.00,Kora,Střední plemeno,,210
217204,5735,2024-07-22 11:35:25,24178423,1102.00,Sheyla,Čivava,,33
217201,9102,2024-07-22 10:34:55,24179920,1585.00,Rori,Střední plemeno,,137
217197,6197,2024-07-22 10:18:45,24306858,1198.00,Tutti,Havanský psík,,62
217196,7881,2024-07-22 09:55:29,24853208,1040.00,Benji,Jack Russel teriér,,91
217193,0,2024-07-22 09:21:45,24446616,,Teddy,Maltézský psík,Brambory,51
217190,5716,2024-07-22 09:09:40,24440819,1934.00,Sam,Sibiřský husky,,253
217188,8980,2024-07-22 09:00:27,24469315,1036.00,Bastien,West Highland White Terrier,,89
217186,4538,2024-07-22 08:56:50,24446095,1676.00,Calvin,Americký kokršpaněl,,115
223148,4538,2024-07-22 08:56:50,24621529,1676.00,Calvin,Americký kokršpaněl,,115
217179,6054,2024-07-22 08:40:59,24085251,2370.00,Jasper,Border kolie,Brambory,176
217184,1875,2024-07-22 08:40:27,24634723,0.00,Marty,Whippet,,161
217184,1875,2024-07-22 08:40:27,24634723,0.00,Amon,Whippet,,192
217184,1875,2024-07-22 08:40:27,24634723,0.00,Rio,Whippet,,159
217176,0,2024-07-22 08:38:02,24625290,,dsf,Malé plemeno,,135
217172,9101,2024-07-22 08:31:46,24805265,941.00,test,Trpasličí plemeno,Hrách,70
217169,7630,2024-07-22 08:30:02,24308758,1643.00,Kevin,Irský setr,,300
217167,3104,2024-07-22 08:27:08,24956395,1991.00,Ben,West Highland White Terrier,Brambory,106
217153,1051,2024-07-21 23:47:56,24768123,0.00,Berry,Německý ovčák,,504
217153,1051,2024-07-21 23:47:56,24768123,0.00,Maxík,Belgický grifonek,,67
217157,9100,2024-07-21 23:43:19,24564024,1662.00,Aki,Sibiřský husky,Rýže,297
217147,1687,2024-07-21 21:42:43,24302934,1096.00,Hugo,Stafordšírský bullteriér,,170
217143,9099,2024-07-21 21:28:11,24117024,1103.00,Molly,Knírač malý bílý,,85
217138,0,2024-07-21 21:12:04,24183509,,Maggie,Labradorský retriever,,214
217135,7205,2024-07-21 20:43:06,24576019,2615.00,Roxy,Stafordšírský bullteriér,,172
217134,7056,2024-07-21 20:34:30,24137993,2070.00,Jůlinka,Labradorský retriever,,281
217124,8075,2024-07-21 20:08:44,24153441,1071.00,Bára,Pudl střední,,67
217127,2541,2024-07-21 20:04:47,24623752,1026.00,Buddy,Maltézský psík,,69
217120,6697,2024-07-21 18:39:22,24334864,731.00,Ebi,Trpasličí plemeno,,31
217118,0,2024-07-21 18:29:22,24397811,2558.00,Erwinek,Velké plemeno,,178
217109,6580,2024-07-21 17:07:52,24280661,1411.00,Gena,Stafordšírský bullteriér,,147
217106,6511,2024-07-21 16:04:01,24707268,773.00,Chanel,Čivava,,45
217105,8037,2024-07-21 15:59:49,24606796,1634.00,Meggie,Zlatý retriever,,251
217102,0,2024-07-21 15:50:27,24776043,,Meggie,Zlatý retriever,,251
217098,8284,2024-07-21 15:15:16,24263567,3066.00,Veron,Bílý švýcarský ovčák,,261
217096,8968,2024-07-21 15:12:28,24515676,1167.00,SID,Francouzský buldoček,,136
217090,8158,2024-07-21 14:44:42,24355604,896.00,Meny,Malý kontinentální španěl,,65
217093,7336,2024-07-21 14:44:22,24484590,1340.00,Maxík,Kavalír King Charles španěl,Vepřové,103
217086,3021,2024-07-21 14:35:04,24200767,2248.00,Chicco,Lvíček,,127
217086,3021,2024-07-21 14:35:04,24200767,2248.00,Lili,Shiba-Inu,,96
217078,2089,2024-07-21 13:22:06,24904905,1673.00,Alfie,Italský chrtík,,76
217072,6682,2024-07-21 10:58:17,24443053,1049.00,Ričinek,Yorkšírský teriér,,97
217069,6420,2024-07-21 09:07:04,24407170,1146.00,Čert,Anglický kokršpaněl,,130
217067,3875,2024-07-21 08:35:53,24787198,1060.00,Zenta,Jezevčík standard drsnosrstý,,76
217065,0,2024-07-21 08:28:57,24370241,,Aggi,Yorkšírský teriér,Vepřové,43
217061,3424,2024-07-21 08:14:43,24192969,2191.00,Abby,Velké plemeno,,305
217042,7765,2024-07-20 20:40:07,24091164,2561.00,Swen,Zlatý retriever,,230
